expanded_urls,source,text,timestamp,tweet_id,favorite_count,retweet_count
https://twitter.com/dog_rates/status/890006608113172480/photo/1,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,2017-07-26 00:31:25,890006608113172480,29267,6813
https://twitter.com/dog_rates/status/889880896479866881/photo/1,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,2017-07-25 16:11:53,889880896479866881,26569,4640
https://twitter.com/dog_rates/status/889665388333682689/photo/1,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,2017-07-25 01:55:32,889665388333682689,45825,9313
https://twitter.com/dog_rates/status/889638837579907072/photo/1,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,2017-07-25 00:10:02,889638837579907072,25818,4179
https://twitter.com/dog_rates/status/889531135344209921/photo/1,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,2017-07-24 17:02:04,889531135344209921,14424,2100
https://twitter.com/dog_rates/status/889278841981685760/video/1,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,2017-07-24 00:19:32,889278841981685760,24015,4970
https://twitter.com/dog_rates/status/888917238123831296/photo/1,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,2017-07-23 00:22:39,888917238123831296,27761,4193
https://twitter.com/dog_rates/status/888804989199671297/photo/1,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,2017-07-22 16:56:37,888804989199671297,24390,3959
https://twitter.com/dog_rates/status/888554962724278272/photo/1,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,2017-07-22 00:23:06,888554962724278272,18859,3256
https://twitter.com/dog_rates/status/888078434458587136/photo/1,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,2017-07-20 16:49:33,888078434458587136,20762,3219
https://twitter.com/dog_rates/status/887705289381826560/photo/1,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,2017-07-19 16:06:48,887705289381826560,28803,4993
https://twitter.com/dog_rates/status/887517139158093824/video/1,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,2017-07-19 03:39:09,887517139158093824,44160,10916
https://twitter.com/dog_rates/status/887473957103951883/photo/1,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,2017-07-19 00:47:34,887473957103951883,65657,16763
https://twitter.com/dog_rates/status/887343217045368832/video/1,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,2017-07-18 16:08:03,887343217045368832,32111,9719
https://twitter.com/dog_rates/status/887101392804085760/photo/1,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,2017-07-18 00:07:08,887101392804085760,29168,5537
https://twitter.com/dog_rates/status/886983233522544640/photo/1,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,2017-07-17 16:17:36,886983233522544640,33395,7138
https://www.gofundme.com/mingusneedsus,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",2017-07-16 23:58:41,886736880519319552,11462,3006
https://twitter.com/dog_rates/status/886680336477933568/photo/1,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,2017-07-16 20:14:00,886680336477933568,21404,4147
https://twitter.com/dog_rates/status/886366144734445568/photo/1,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,2017-07-15 23:25:31,886366144734445568,20175,2953
https://twitter.com/dog_rates/status/886258384151887873/photo/1,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,2017-07-15 16:17:19,886258384151887873,26667,5871
https://twitter.com/dog_rates/status/885984800019947520/photo/1,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,2017-07-14 22:10:11,885984800019947520,31076,6269
https://twitter.com/dog_rates/status/885528943205470208/photo/1,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,2017-07-13 15:58:47,885528943205470208,34296,5945
https://twitter.com/4bonds2carbon/status/885517367337512960,Twitter for iPhone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,2017-07-13 15:19:09,885518971528720385,19519,3474
https://twitter.com/dog_rates/status/885167619883638784/photo/1,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,2017-07-12 16:03:00,885167619883638784,20891,4075
https://twitter.com/dog_rates/status/884925521741709313/photo/1,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",2017-07-12 00:01:00,884925521741709313,73725,16843
https://twitter.com/dog_rates/status/884876753390489601/photo/1,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,2017-07-11 20:47:12,884876753390489601,26571,5200
https://twitter.com/dog_rates/status/884562892145688576/photo/1,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,2017-07-11 00:00:02,884562892145688576,23179,4369
https://twitter.com/dog_rates/status/884441805382717440/photo/1,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",2017-07-10 15:58:53,884441805382717440,25788,5283
https://twitter.com/kaijohnson_19/status/883965650754039809,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,2017-07-10 03:08:17,884247878851493888,69441,18917
https://twitter.com/dog_rates/status/884162670584377345/photo/1,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,2017-07-09 21:29:42,884162670584377345,19444,2775
https://twitter.com/dog_rates/status/883838122936631299/photo/1,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,2017-07-09 00:00:04,883838122936631299,20848,3208
https://twitter.com/dog_rates/status/883482846933004288/photo/1,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",2017-07-08 00:28:19,883482846933004288,43780,9210
https://twitter.com/dog_rates/status/883360690899218434/photo/1,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,2017-07-07 16:22:55,883360690899218434,21628,3446
https://twitter.com/dog_rates/status/883117836046086144/photo/1,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",2017-07-07 00:17:54,883117836046086144,35407,6177
https://twitter.com/dog_rates/status/882992080364220416/photo/1,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,2017-07-06 15:58:11,882992080364220416,22789,3625
https://twitter.com/dog_rates/status/882762694511734784/photo/1,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,2017-07-06 00:46:41,882762694511734784,26973,4554
https://twitter.com/dog_rates/status/882627270321602560/photo/1,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,2017-07-05 15:48:34,882627270321602560,26658,5641
https://twitter.com/dog_rates/status/882268110199369728/photo/1,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,2017-07-04 16:01:23,882268110199369728,42804,10788
https://twitter.com/dog_rates/status/882045870035918850/photo/1,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",2017-07-04 01:18:17,882045870035918850,27958,4565
https://twitter.com/dog_rates/status/881906580714921986/photo/1,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,2017-07-03 16:04:48,881906580714921986,23211,3163
https://twitter.com/dog_rates/status/881666595344535552/photo/1,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,2017-07-03 00:11:11,881666595344535552,48318,9930
https://twitter.com/dog_rates/status/881536004380872706/video/1,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",2017-07-02 15:32:16,881536004380872706,47142,14867
https://twitter.com/dog_rates/status/881268444196462592/photo/1,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,2017-07-01 21:49:04,881268444196462592,22122,4885
https://twitter.com/dog_rates/status/880935762899988482/photo/1,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,2017-06-30 23:47:07,880935762899988482,16250,2598
https://twitter.com/dog_rates/status/880872448815771648/photo/1,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,2017-06-30 19:35:32,880872448815771648,20315,3558
https://twitter.com/dog_rates/status/880465832366813184/photo/1,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,2017-06-29 16:39:47,880465832366813184,27204,5805
https://twitter.com/dog_rates/status/880221127280381952/photo/1,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,2017-06-29 00:27:25,880221127280381952,25756,3898
https://twitter.com/dog_rates/status/880095782870896641/photo/1,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,2017-06-28 16:09:20,880095782870896641,26367,4032
https://twitter.com/dog_rates/status/879862464715927552/photo/1,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,2017-06-28 00:42:13,879862464715927552,21327,3250
https://twitter.com/dog_rates/status/879492040517615616/photo/1,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,2017-06-27 00:10:17,879492040517615616,22399,2966
https://twitter.com/dog_rates/status/879415818425184262/video/1,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,2017-06-26 19:07:24,879415818425184262,101026,41386
https://twitter.com/dog_rates/status/879376492567855104/photo/1,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,2017-06-26 16:31:08,879376492567855104,16043,2917
https://twitter.com/dog_rates/status/879050749262655488/photo/1,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,2017-06-25 18:56:45,879050749262655488,21508,4353
https://twitter.com/dog_rates/status/879008229531029506/photo/1,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,2017-06-25 16:07:47,879008229531029506,18115,2501
https://twitter.com/dog_rates/status/878776093423087618/photo/1,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,2017-06-25 00:45:22,878776093423087618,18501,3818
https://twitter.com/bbcworld/status/878599868507402241,Twitter for iPhone,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,2017-06-24 13:24:20,878604707211726852,28805,6654
https://www.gofundme.com/3yd6y1c,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",2017-06-23 16:00:04,878281511006478336,7376,1201
https://twitter.com/dog_rates/status/878057613040115712/photo/1,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,2017-06-23 01:10:23,878057613040115712,40181,6334
https://twitter.com/dog_rates/status/877736472329191424/photo/1,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,2017-06-22 03:54:17,877736472329191424,75935,17730
https://twitter.com/dog_rates/status/877556246731214848/photo/1,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,2017-06-21 15:58:08,877556246731214848,21702,3557
https://twitter.com/dog_rates/status/877316821321428993/photo/1,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",2017-06-21 00:06:44,877316821321428993,26191,4842
https://twitter.com/dog_rates/status/877201837425926144/photo/1,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,2017-06-20 16:29:50,877201837425926144,25896,5217
https://twitter.com/dog_rates/status/876838120628539392/photo/1,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,2017-06-19 16:24:33,876838120628539392,19769,3109
https://twitter.com/mpstowerham/status/876162994446753793,Twitter for iPhone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,2017-06-18 20:30:39,876537666061221889,22549,4368
https://twitter.com/dog_rates/status/876484053909872640/photo/1,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,2017-06-18 16:57:37,876484053909872640,17940,2220
https://twitter.com/dog_rates/status/876120275196170240/photo/1,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",2017-06-17 16:52:05,876120275196170240,26717,4357
https://twitter.com/dog_rates/status/875747767867523072/photo/1,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",2017-06-16 16:11:53,875747767867523072,24085,3984
https://twitter.com/dog_rates/status/875144289856114688/video/1,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,2017-06-15 00:13:52,875144289856114688,20967,4594
https://twitter.com/drboondoc/status/874413398133547008,Twitter for iPhone,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,2017-06-14 21:06:43,875097192612077568,26265,5683
https://twitter.com/dog_rates/status/875021211251597312/photo/1,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,2017-06-14 16:04:48,875021211251597312,24366,4420
https://twitter.com/dog_rates/status/874680097055178752/photo/1,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,2017-06-13 17:29:20,874680097055178752,26627,4335
https://twitter.com/dog_rates/status/874296783580663808/photo/1,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,2017-06-12 16:06:11,874296783580663808,24920,3849
https://twitter.com/dog_rates/status/874057562936811520/photo/1,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",2017-06-12 00:15:36,874057562936811520,21744,3716
https://twitter.com/dog_rates/status/874012996292530176/photo/1,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",2017-06-11 21:18:31,874012996292530176,32950,9650
https://twitter.com/dog_rates/status/873580283840344065/photo/1,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",2017-06-10 16:39:04,873580283840344065,23191,3689
https://www.gofundme.com/help-my-baby-sierra-get-better,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",2017-06-09 16:22:42,873213775632977920,6884,1492
https://twitter.com/dog_rates/status/872967104147763200/photo/1,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,2017-06-09 00:02:31,872967104147763200,26157,5086
https://twitter.com/dog_rates/status/872820683541237760/photo/1,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",2017-06-08 14:20:41,872820683541237760,14125,3482
https://twitter.com/dog_rates/status/872620804844003328/photo/1,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,2017-06-08 01:06:27,872620804844003328,19902,3433
https://twitter.com/dog_rates/status/872486979161796608/photo/1,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,2017-06-07 16:14:40,872486979161796608,39048,8475
https://twitter.com/dog_rates/status/872122724285648897/photo/1,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,2017-06-06 16:07:15,872122724285648897,32973,7631
https://twitter.com/dog_rates/status/871879754684805121/photo/1,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,2017-06-06 00:01:46,871879754684805121,36221,10394
https://twitter.com/dog_rates/status/871762521631449091/photo/1,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,2017-06-05 16:15:56,871762521631449091,19435,3275
https://twitter.com/dog_rates/status/871515927908634625/photo/1,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,2017-06-04 23:56:03,871515927908634625,19376,3263
https://twitter.com/animalcog/status/871075758080503809,Twitter for iPhone,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,2017-06-03 20:33:19,871102520638267392,20131,5196
https://twitter.com/dog_rates/status/871032628920680449/photo/1,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",2017-06-03 15:55:36,871032628920680449,21840,3601
https://twitter.com/dog_rates/status/870804317367881728/photo/1,Twitter for iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,2017-06-03 00:48:22,870804317367881728,32356,5856
https://www.gofundme.com/help-fix-codys-torn-acl,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",2017-06-02 15:00:16,870656317836468226,11913,2493
https://twitter.com/dog_rates/status/870374049280663552/photo/1,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,2017-06-01 20:18:38,870374049280663552,79750,24999
https://twitter.com/dog_rates/status/870308999962521604/photo/1,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",2017-06-01 16:00:09,870308999962521604,21058,3924
https://twitter.com/dog_rates/status/870063196459192321/photo/1,Twitter for iPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,2017-05-31 23:43:25,870063196459192321,35236,7865
https://twitter.com/dog_rates/status/869772420881756160/photo/1,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",2017-05-31 04:27:59,869772420881756160,40933,9551
https://twitter.com/dog_rates/status/869702957897576449/photo/1,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,2017-05-30 23:51:58,869702957897576449,27224,5980
https://twitter.com/dog_rates/status/869596645499047938/photo/1,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,2017-05-30 16:49:31,869596645499047938,15397,2975
https://twitter.com/dog_rates/status/869227993411051520/photo/1,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,2017-05-29 16:24:37,869227993411051520,19707,3588
https://twitter.com/dog_rates/status/868880397819494401/photo/1,Twitter for iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,2017-05-28 17:23:24,868880397819494401,63172,13688
https://twitter.com/dog_rates/status/868622495443632128/photo/1,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,2017-05-28 00:18:35,868622495443632128,25783,5038
https://www.gofundme.com/3ti3nps,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",2017-05-27 19:39:34,868552278524837888,9757,1971
https://twitter.com/dog_rates/status/867900495410671616/photo/1,Twitter for iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",2017-05-26 00:29:37,867900495410671616,23410,3975
